SHARECLASS_ID,SHARECLASS_NAME,FUND_NAME,CATEGORY,SHARPE_RATIO_1Y,SHARPE_RATIO_3Y,SHARPE_RATIO_5Y,BETA_1Y,BETA_3Y,BETA_5Y,INFO_RATIO_3Y,INFO_RATIO_5Y
F00000MAOZ                    ,BlackRock LifePath Index 2055 Fund Institutional Shares,BlackRock LifePath Index 2055 Fund,Equity,7.01,0.82,1.2,0.98,0.99,0.99,0.28,0.53011
F00000MAOY                    ,BlackRock LifePath Index 2055 Fund Investor A Shares,BlackRock LifePath Index 2055 Fund,Equity,7.07,0.79,1.17,0.96,0.99,0.99,0.12,0.35385
F00000MAOX                    ,BlackRock LifePath Index Retirement Fund Class K Shares,BlackRock LifePath Index Retirement Fund,Equity,4.9,1.04,1.24,1.02,1.11,1.1,1.15,1.28506
F00000MAOW                    ,BlackRock LifePath Index Retirement Fund Institutional Shares,BlackRock LifePath Index Retirement Fund,Equity,4.47,1.02,1.23,1.11,1.11,1.1,1.08,1.21462
F00000MAOV                    ,BlackRock LifePath Index Retirement Fund Investor A Shares,BlackRock LifePath Index Retirement Fund,Equity,4.48,0.96,1.16,1.06,1.11,1.11,0.87,0.97188
F000000H0Y                    ,BlackRock World Index Sub-Fund,BlackRock Selection Fund - BlackRock World Index Sub-Fund,Equity,7.15,0.76,1.13,0.99,1,1,0.17,0.18425
F00000O7LB                    ,Bosera S&P 500 ETF Feeder QDII,Bosera S&P 500 ETF Feeder QDII,Equity,2.67,1.25,1.61,1.27,<null>,<null>,<null>,<null>
F000005IQJ                    ,Bosera SSE Super Large-Cap ETF,Bosera SH Stk Exch Sup Lge-Cap ETF,Equity,1.76,0.72,0.49,1.31,1.02,1.06,0.52,0.05529
F000005IQI                    ,Bosera Shanghai Stock Exchange Super Large-Cap ETF Feeder Fund,Bosera SH Stk Exch Sup Lge-Cap ETF Fdr,Equity,1.77,0.72,0.48,1.22,0.97,1.01,0.39,-0.0429
F00000NRW9                    ,Bosera SSE Natural Resource Index ETF,Bosera SSE Natural Resource Index ETF,Equity,0.86,0.37,0.12,1.47,0.94,1.04,-0.36,-0.68094
F00000NRWA                    ,Bosera SSE Natural Resource Index ETF Feeder Fund,Bosera SSE Natural Resource Index ETF Feeder Fund,Equity,0.83,0.34,0.09,1.37,0.89,0.99,-0.48,-0.79354
F00000MD29                    ,Bosera SZSE Fundamental 200 ETF,Bosera SZSE Fundamental 200 ETF,Equity,1.79,0.92,0.77,1.39,0.9,0.98,0.75,0.75962
F00000MD2A                    ,Bosera SZSE Fundamental 200 Exchange Trade Fund Feeder Fund,Bosera SZSE Fundamental 200 Exchange Trade Fund Feeder Fund,Equity,1.72,0.92,0.76,1.3,0.86,0.93,0.63,0.64215
F0HKG05VRD                    ,BoseraYufu CSI 300 Index Fund A,BoseraYufu CSI 300 Index Fund,Equity,2.06,0.94,0.78,1.2,1.01,1.04,2.26,1.72243
FOUSA00JVU                    ,Bridgeway Blue Chip 35 Index Fund,Bridgeway Blue Chip 35 Index Fund,Equity,4.18,0.91,1.41,0.9,1,0.96,-0.26,-0.34356
F0000008TC                    ,CAF UK Equitrack Acc,CAF UK Equitrack Fund,Equity,1.88,0.98,1,0.82,0.96,0.97,-0.04,-0.10649
F0000022Z3                    ,CAF UK Equitrack Dist,CAF UK Equitrack Fund,Equity,1.89,0.98,1,0.81,0.96,0.97,-0.04,-0.09896
F00000OA11                    ,CAN Ind Cdn Bond (TD) 100/100 (PS1),CAN Ind Cdn Bond (TD) 75/75 (PS1),Equity,-0.68,0.23,0.24,1.03,1.01,1.01,-0.24,-0.43528
F00000OA12                    ,CAN Ind Cdn Bond (TD) 75/100 (PS1),CAN Ind Cdn Bond (TD) 75/75 (PS1),Equity,-0.66,0.26,0.28,1.03,1.01,1.01,-0.13,-0.26245
F00000OA14                    ,CAN Ind Cdn Bond (TD) 75/75 (PS1),CAN Ind Cdn Bond (TD) 75/75 (PS1),Equity,-0.64,0.27,0.29,1.03,1.01,1.01,-0.08,-0.21925
F000005FTA                    ,CAN Index Cdn Bond (TD) 100/100,CAN Ind Cdn Bond (TD) 75/75 (PS1),Equity,-0.84,0.06,0.07,1.03,1.01,1.01,-0.93,-1.17948
F000005FR4                    ,CAN Index Cdn Bond (TD) 75/100,CAN Ind Cdn Bond (TD) 75/75 (PS1),Equity,-0.81,0.09,0.1,1.03,1.01,1.01,-0.82,-1.05754
F000005FTC                    ,CAN Index Cdn Bond (TD) 75/75,CAN Ind Cdn Bond (TD) 75/75 (PS1),Equity,-0.8,0.1,0.11,1.03,1.01,1.01,-0.77,-0.99568
F00000UHXL                    ,CAN Indexed Canadian Bond (TDAM) 100/100(PS2),CAN Ind Cdn Bond (TD) 75/75 (PS1),Equity,-0.33,0.59,0.64,1.03,1.01,1.02,1.29,1.31885
F00000UHXK                    ,CAN Indexed Canadian Bond (TDAM) 75/100(PS2),CAN Ind Cdn Bond (TD) 75/75 (PS1),Equity,-0.33,0.59,0.64,1.03,1.01,1.02,1.29,1.31869
F00000UHXJ                    ,CAN Indexed Canadian Bond (TDAM) 75/75(PS2),CAN Ind Cdn Bond (TD) 75/75 (PS1),Equity,-0.34,0.59,0.64,1.03,1.01,1.02,1.29,1.3592
F0CAN05MIU                    ,Canada Life Ind Cd Bd (TD) Gens,CAN Ind Cdn Bond (TD) 75/75 (PS1),Equity,-0.88,0.03,0.02,1.03,1.01,1.01,-1.09,-1.36949
F000001FUW                    ,Canada Life Ind Cd Bd (TD) Gens C,CAN Ind Cdn Bond (TD) 75/75 (PS1),Equity,-0.8,0.1,0.11,1.03,1.01,1.01,-0.77,-0.99478
F0CAN06WWW                    ,Canada Life Ind Cd Bd (TD) Gens I,CAN Ind Cdn Bond (TD) 75/75 (PS1),Equity,-0.81,0.09,0.1,1.03,1.01,1.01,-0.82,-1.05732
F000003XZL                    ,Canada Life Ind Cd Bd (TD) Gens II,CAN Ind Cdn Bond (TD) 75/75 (PS1),Equity,-0.84,0.06,0.07,1.03,1.01,1.01,-0.93,-1.18002
F0000043SK                    ,CCB Principal China CSI 300 Index Fund,CCB Principal China CSI 300 Index Fund,Equity,1.95,0.71,0.6,1.13,1.01,1.04,0.7,0.62372
F00000H5EA                    ,CCB Principal SSE Social Resp ETF,CCB Principal SSE Social Resp ETF,Equity,1.97,0.81,0.7,1.29,1.03,1.1,0.99,0.8638
F00000H5EB                    ,CCB Principal SSE Social Responsibility Exchange Traded Fund Feeder,CCB Principal SSE Social Responsibility Exchange Traded Fund Feeder,Equity,1.94,0.79,0.69,1.21,0.97,1.04,0.79,0.75877
F00000MQTB                    ,CCB Principal SZSE Fundamental 60 Exchange Trade Fund,CCB Principal SZSE Fundamental 60 Exchange Trade Fund,Equity,2.21,1.06,0.81,1.61,0.92,1,1.03,0.81571
F00000MQTC                    ,CCB Principal SZSE Fundamental 60 Exchange Trade Fund Feeder Fund,CCB Principal SZSE Fundamental 60 Exchange Trade Fund Feeder Fund,Equity,2.2,1.04,0.8,1.5,0.87,0.95,0.9,0.71497
F0CAN06ZTK                    ,CDSPI Aggressive Index Port (BlackRock),CDSPI Aggressive Index Port (BlackRock),Equity,1.72,1.02,1.5,0.84,0.85,0.87,-1.16,-1.55333
F0CAN06ZTN                    ,CDSPI Conservative Idx Port (BlackRock),CDSPI Conservative Idx Port (BlackRock),Equity,0.57,0.78,1.06,1.08,1.07,1.07,-0.88,-1.16482
F0CAN06ZTR                    ,CDSPI Moderate Index Port (BlackRock),CDSPI Moderate Index Port (BlackRock),Equity,1.19,0.93,1.33,0.64,0.66,0.67,-0.95,-1.1704
F0CAN05NRS                    ,CDSPI S&P 500 Index (BlackRock),CDSPI S&P 500 Index (BlackRock),Equity,1.7,1.24,1.9,0.99,0.98,0.98,-1.29,-1.39659
F0CAN05NYR                    ,CDSPI TSX Composite Index (BlackRock),CDSPI TSX Composite Index (BlackRock),Equity,2.07,0.67,0.95,1,1,1,-44.83,-40.22867
F0AUS05JVN                    ,CFS FC W PSup-CFS W Index Aus Bond,CFS FC Inv - CFS Index Australian,Equity,-0.02,0.95,1.17,0.89,0.89,0.89,-2.68,-2.95824
F0AUS05JVL                    ,CFS FC W Pen-CFS W Index Aus Bond,CFS FC Inv - CFS Index Australian,Equity,0.09,1.02,1.24,0.99,1,1,-11.99,-12.77995
F0AUS05FGE                    ,CFS Wholesale Indexed Australian Bond,CFS FC Inv - CFS Index Australian,Equity,0.13,1.06,1.28,1,1,1,-8.3,-9.72746
F0AUS05JVM                    ,FirstChoice WS Inv - CFS WS Index Australian Bond,CFS FC Inv - CFS Index Australian,Equity,0.1,1.03,1.26,0.99,0.99,0.99,-9.23,-10.84974
F0AUS05JVS                    ,CFS FC W PSup-CFS W Index Global Share,CFS FC Inv - CFS Index Global Shar,Equity,2.21,1.17,1.68,0.87,<null>,<null>,<null>,<null>
F0AUS05JVQ                    ,CFS FC W Pen-CFS W Index Global Share,CFS FC Inv - CFS Index Global Shar,Equity,2.17,1.13,1.64,0.99,<null>,<null>,<null>,<null>
F0AUS05JVR                    ,FirstChoice WS Inv - CFS WS Index Global Share,CFS FC Inv - CFS Index Global Shar,Equity,2.17,1.13,1.63,0.99,<null>,<null>,<null>,<null>
F0AUS06FTF                    ,CFS FC Inv-CFS Index Global Shr-Hgd,CFS FC Inv-CFS Indexed Global Shar,Equity,5.53,0.94,1.45,1,<null>,<null>,<null>,<null>
F0AUS06FTN                    ,CFS FC PSup-CFS Index Global Shr-Hgd,CFS FC Inv-CFS Indexed Global Shar,Equity,5.67,0.97,1.49,0.89,<null>,<null>,<null>,<null>
F0AUS06FTV                    ,CFS FC Pen-CFS Index Global Shr-Hgd,CFS FC Inv-CFS Indexed Global Shar,Equity,5.54,0.94,1.45,1,<null>,<null>,<null>,<null>
F0AUS06FSZ                    ,CFS FC W PSup-CFS W Index Global Shr-Hgd,CFS FC Inv-CFS Indexed Global Shar,Equity,5.94,1.04,1.58,0.88,<null>,<null>,<null>,<null>
F0AUS06FT7                    ,CFS FC W Pen-CFS W Index Global Shr-Hgd,CFS FC Inv-CFS Indexed Global Shar,Equity,5.79,1.02,1.54,1,<null>,<null>,<null>,<null>
F0AUS06FSR                    ,FirstChoice WS Inv - CFS WS Index Global Share  Hedged,CFS FC Inv-CFS Indexed Global Shar,Equity,5.79,1.02,1.54,1,<null>,<null>,<null>,<null>
F0AUS05EKM                    ,CFS FC ESup-FirstChoice M-Index Bal,CFS FC PSuper - FirstChoice Multi-Index Balanced,Equity,3.16,1.04,1.51,0.54,0.75,0.77,-0.5,-0.76985
F0AUS05JMX                    ,CFS FC PSup-FirstChoice M-index Bal,CFS FC PSuper - FirstChoice Multi-Index Balanced,Equity,3.22,1.05,1.52,0.54,0.75,0.78,-0.48,-0.75214
F0AUS05JOB                    ,CFS FC Pen-FirstChoice M-index Bal,CFS FC PSuper - FirstChoice Multi-Index Balanced,Equity,3.09,1.03,1.49,0.63,0.84,0.87,-0.3,-0.45161
F0AUS05EXL                    ,CFS FC W Inv-FC W Multi-Index Div,CFS FC W Multi-Index Diversified,Equity,3.41,1.24,1.72,0.59,0.81,0.84,-0.3,-0.41659
F0AUS05EXM                    ,CFS FC W PSup-FirstChoice WS Multi-Index Diversified,CFS FC W Multi-Index Diversified,Equity,3.54,1.3,1.78,0.51,0.71,0.75,-0.45,-0.63286
F0AUS05EXK                    ,CFS FC W Pen-FirstChoice WS Multi-Index Diversified,CFS FC W Multi-Index Diversified,Equity,3.43,1.3,1.79,0.61,0.81,0.84,-0.17,-0.26614
F0AUS05GWR                    ,CFS FC Inv-FirstChoice M-Index Bal,CFS FC W Multi-Index High Balanced,Equity,3.1,0.98,1.43,0.61,0.83,0.87,-0.43,-0.60088
F0AUS05EXU                    ,CFS FC W Inv-FC W Multi-Index Balanced,CFS FC W Multi-Index High Balanced,Equity,3.35,1.1,1.57,0.62,0.83,0.87,-0.14,-0.28052
F0AUS05EXV                    ,CFS FC W PSup-FirstChoice W M-Index Bal,CFS FC W Multi-Index High Balanced,Equity,3.47,1.17,1.65,0.54,0.75,0.77,-0.25,-0.497
F0AUS05EXT                    ,CFS FC W Pen-FirstChoice W M-Index Bal,CFS FC W Multi-Index High Balanced,Equity,3.36,1.16,1.63,0.63,0.83,0.87,-0.01,-0.13142
F000002XP4                    ,CFS FC ESup-FirstChoice M-Index Cons,CFS FC W Multi-Index High Conservative,Equity,2.87,1.25,1.76,0.54,0.7,0.75,-1.05,-1.37149
F0AUS05JLY                    ,CFS FC Inv-FirstChoice M-Index Cons,CFS FC W Multi-Index High Conservative,Equity,2.81,1.18,1.67,0.61,0.79,0.84,-0.95,-1.17957
F0AUS05JN2                    ,CFS FC PSup-FirstChoice M-Index Cons,CFS FC W Multi-Index High Conservative,Equity,2.87,1.24,1.72,0.54,0.71,0.76,-1.06,-1.40687
F0AUS05JO5                    ,CFS FC Pen-FirstChoice M-Index Cons,CFS FC W Multi-Index High Conservative,Equity,2.83,1.23,1.72,0.63,0.8,0.85,-0.84,-1.04937
F0AUS05EXF                    ,CFS FC W Inv-FC W Multi-Index Cons,CFS FC W Multi-Index High Conservative,Equity,3.37,1.47,1.96,0.61,0.79,0.85,-0.37,-0.49848
F0AUS05EXG                    ,CFS FC W PSup-FirstChoice W M-Index Cons,CFS FC W Multi-Index High Conservative,Equity,3.41,1.51,2.03,0.54,0.7,0.74,-0.6,-0.86425
F0AUS05EXE                    ,CFS FC W Pen-FirstChoice W M-Index Cons,CFS FC W Multi-Index High Conservative,Equity,3.38,1.52,2.02,0.62,0.79,0.85,-0.26,-0.37151
F0AUS05FGF                    ,CFS Wholesale Indexed Australian Share,CFS Idx Australian Share,Equity,1.95,0.55,0.85,1,1,1,-11.21,-8.56465
F0AUS05FG6                    ,CFS Wholesale Indexed Global Share,CFS Indexed Global Share,Equity,2.17,1.13,1.63,1,<null>,<null>,<null>,<null>
F00000NB8G                    ,CHNTRAC 11,CHNTRAC 11,Equity,1.82,1.48,1.35,1.35,1.01,0.75,1.37,1.0041
F0CAN05N7D                    ,CIBC Aggressive Index Portfolio,CIBC Aggressive Index Portfolio,Equity,1.29,0.93,1.34,1.3,1.14,1.01,0.51,0.78812
F0CAN05N43                    ,CIBC Asia Pacific Index,CIBC Asia Pacific Index Fund,Equity,1.61,0.94,1.18,0.99,0.95,0.95,-0.68,-0.74279
F00000NDM9                    ,CIBC Asia Pacific Index Premium Class,CIBC Asia Pacific Index Fund,Equity,1.68,0.99,1.24,0.99,0.95,0.95,-0.51,-0.56222
F0CAN05LZS                    ,CIBC Balanced Index,CIBC Balanced Index Fund,Equity,1.46,0.97,1.38,1.24,1.44,1.44,0.63,0.90974
F00000NDM1                    ,CIBC Balanced Index Premium Class,CIBC Balanced Index Fund,Equity,1.67,1.13,1.56,1.24,1.44,1.44,0.97,1.27974
F00000NE33                    ,CIBC CANADIAN BOND INDEX Premium Class,CIBC Canadian Bond Index Fund,Equity,-0.36,0.55,0.61,1.03,1.01,1.02,1.07,1.14787
F0CAN05MHH                    ,CIBC Canadian Bond Index,CIBC Canadian Bond Index Fund,Equity,-0.54,0.37,0.41,1.03,1.01,1.01,0.32,0.29811
F0CAN05LSQ                    ,CIBC Canadian Index,CIBC Canadian Index Fund,Equity,1.99,0.63,0.91,1,1,1,-13.37,-13.56352
F00000NDM2                    ,CIBC Canadian Index Premium Class,CIBC Canadian Index Fund,Equity,2.16,0.73,1.01,1,1,1,-4.51,-4.44108
F00000NE32                    ,CIBC CANADIAN SHORT-TERM BOND INDEX Premium Class,CIBC Canadian Short-Term Bond Index Fund,Equity,-0.94,0.41,0.74,0.63,0.64,0.63,0.19,0.08185
F0CAN05MWI                    ,CIBC Canadian Short-Term Bond Index,CIBC Canadian Short-Term Bond Index Fund,Equity,-1.39,-0.04,0.24,0.63,0.64,0.63,-0.57,-0.75009
F0CAN05N6Y                    ,CIBC Conservative Index Portfolio,CIBC Conservative Index Portfolio,Equity,0.62,0.76,1.15,0.69,0.76,0.79,-1.3,-1.70086
F0CAN05MYK                    ,CIBC Emerging Markets Index,CIBC Emerging Markets Index Fund,Equity,1.73,0.71,0.77,1.01,0.99,1,-0.81,-0.82311
F00000NDM8                    ,CIBC Emerging Markets Index Premium Class,CIBC Emerging Markets Index Fund,Equity,1.8,0.76,0.83,1.01,1,1,-0.37,-0.35997
F0CAN05LVW                    ,CIBC European Index,CIBC European Index Fund,Equity,1.68,0.67,1.01,0.99,1,0.99,-0.88,-1.05235
F00000NDM7                    ,CIBC European Index Premium Class,CIBC European Index Fund,Equity,1.75,0.73,1.08,0.99,1,0.99,-0.48,-0.58846
F00000NE34                    ,CIBC GLOBAL BOND INDEX Premium Class,CIBC Global Bond Index Fund,Equity,-0.53,0.52,0.51,<null>,<null>,<null>,<null>,<null>
F0CAN05P5L                    ,CIBC Global Bond Index,CIBC Global Bond Index Fund,Equity,-0.61,0.44,0.43,<null>,<null>,<null>,<null>,<null>
F0CAN05N6N                    ,CIBC Income-Focused Index Portfolio,CIBC Income-Focused Index Portfolio,Equity,-0.78,0.26,0.38,0.56,0.55,0.56,-0.32,-0.2904
F0CAN05PDP                    ,CIBC International Index,CIBC International Index Fund,Equity,1.7,0.73,1.12,1,1,0.99,-0.85,-0.83579
F00000NDM6                    ,CIBC International Index Premium Class,CIBC International Index Fund,Equity,1.77,0.78,1.17,1,1,0.99,-0.57,-0.54588
F0CAN05N6L                    ,CIBC Moderate Index Portfolio,CIBC Moderate Index Portfolio,Equity,1.04,0.92,1.32,1.17,0.99,0.89,0.26,0.36972
F0CAN05MYI                    ,CIBC Nasdaq Index,CIBC Nasdaq Index Fund,Equity,1.8,1.18,1.72,1.03,1.3,1.21,0.55,0.53059
F00000NDMA                    ,CIBC Nasdaq Index Premium Class,CIBC Nasdaq Index Fund,Equity,1.87,1.24,1.78,1.03,1.3,1.21,0.68,0.67155
F0CAN05N6T                    ,CIBC US Broad Market Index,CIBC U.S. Broad Market Index Fund,Equity,1.58,1.12,1.74,1.05,1.04,1.03,-1.05,-0.95932
F00000NDM3                    ,CIBC US Broad Market Index Premium Class,CIBC U.S. Broad Market Index Fund,Equity,1.66,1.18,1.82,1.05,1.04,1.03,-0.57,-0.47214
F0CAN05LSU                    ,CIBC US Index,CIBC U.S. Index Fund,Equity,1.55,1.15,1.77,1.06,1.04,1.03,-1.29,-1.57448
F00000NDM5                    ,CIBC US Index Premium Class,CIBC U.S. Index Fund,Equity,1.63,1.21,1.85,1.06,1.04,1.03,-0.56,-0.71316
F0CAN05N6K                    ,CIBC Very Aggressive Index Port Non-RSP,CIBC Very Aggressive Index Port Non-RSP,Equity,1.62,0.94,1.43,0.79,0.79,0.8,-1.5,-1.99292
F0CAN05N6I                    ,CIBC Very Aggressive Index Portfolio RSP,CIBC Very Aggressive Index Portfolio RSP,Equity,1.62,0.94,1.43,0.79,0.79,0.8,-1.5,-1.99292
F0CAN05N6F                    ,CIBC Very Conservative Index Portfolio,CIBC Very Conservative Index Portfolio,Equity,-0.12,0.49,0.81,0.54,0.56,0.59,-1.55,-2.13591
F00000OPO3                    ,CIFM CSI Consumption and services Leading Index Fund,CIFM CSI Consumption and services Leading Index Fund,Equity,1.67,0.67,0.6,0.86,0.85,0.87,0.06,0.13097
F00000J4L3                    ,CIMB China 50,CIMB China 50,Equity,1.96,0.9,0.81,0.57,0.79,0.86,0.37,0.23389
FOUSA06LPV                    ,CIMB FTSE ASEAN 40,CIMB FTSE ASEAN 40,Equity,1.95,0.01,0.11,0.95,1.03,1.01,-0.29,-0.41026
F00000J4L2                    ,CIMB FTSE ASEAN 40 Malaysia,CIMB FTSE ASEAN 40 Malaysia ETF,Equity,3.59,0.67,0.59,0.13,0.36,0.47,0.43,0.3269
F00000NZ0L                    ,CIMB S&P Ethical Asia Pacific Dividend ETF,CIMB S&P Ethical Asia Pacific Dividend ETF,Equity,1.77,0.1,0.19,1.01,0.94,0.9,-0.6,-0.65096
F00000LKLR                    ,CIMB-PRINCIPAL (FAM) SET100 Retirement Mutual Fund,CIMB-PRINCIPAL FAM SET100 RETIREMENT MUTUAL FUND,Equity,3.67,0.4,0.67,0.92,<null>,<null>,<null>,<null>
F000005PBI                    ,CIMB-Principal Daily SET 50 Index Fund,CIMB-Principal Daily SET 50 Index Fund,Equity,3.69,0.27,0.55,0.91,<null>,<null>,<null>,<null>
F00000NHLT                    ,CITIC Prudential CSI300 Index Fund-A,CITIC Prudential CSI300 Index Fund,Equity,5.8,6.04,7.71,0.04,0,0,-0.45,-0.31621
F00000NHLU                    ,CITIC Prudential CSI300 Index Fund-B,CITIC Prudential CSI300 Index Fund,Equity,1.97,0.41,0.38,1.95,2.22,2.34,0.25,0.27322
F00000NHLS                    ,CITIC-Prudential CSI 300 Index Classification Fund,CITIC Prudential CSI300 Index Fund,Equity,2.14,0.68,0.56,1.13,0.98,1.02,0.4,0.28882
F00000LOX9                    ,CITIC Prudential CSI500 Index Fund-A,CITIC-Prudential China Securities 500 Index Classification Fund,Equity,3.49,7.28,9.78,-0.01,0,0,-0.46,-0.3246
F00000LOXA                    ,CITIC Prudential CSI500 Index Fund-B,CITIC-Prudential China Securities 500 Index Classification Fund,Equity,0.47,0.21,0.52,1.3,1.52,1.8,-0.13,0.40885
F00000LOX8                    ,CITIC-Prudential China Securities 500 Index Classification Fund,CITIC-Prudential China Securities 500 Index Classification Fund,Equity,0.55,0.6,0.74,0.87,0.88,0.92,0.11,0.46422
F0GBR0524F                    ,CLI Blackrock US Flexible Equity A Acc,CLI Blackrock US Flexible Equity GBP,Equity,2.12,1.37,1.41,1.07,0.71,0.82,0.6,0.29692
F00000JZ7Y                    ,CMF SSE Consumption 80 ETF,CMF SSE Consumption 80 ETF,Equity,2.42,0.82,0.76,0.61,0.78,0.8,0.26,0.35157
F0GBR04MK9                    ,CMI Global Network Fund - CMI Continental European Equity Sub-Fund DC1,CMI Global Network Fund - CMI Continental European Equity Sub-Fund,Equity,2.74,0.76,0.9,0.89,<null>,<null>,<null>,<null>
F0GBR06EYO                    ,CMI Global Network Fund - CMI Continental European Equity Sub-Fund DC2,CMI Global Network Fund - CMI Continental European Equity Sub-Fund,Equity,2.74,0.78,0.94,0.89,<null>,<null>,<null>,<null>
F0GBR06EPK                    ,CMI Global Network Fund - CMI US Equity Index Tracking Sub-Fund DC1,CMI Global Network Fund - CMI US Equity Index Tracking Sub-Fund,Equity,4.14,0.83,1.26,1.13,1.12,1.03,-0.06,-0.24295
F0GBR04MN1                    ,CMI Global Network Fund - CMI US Equity Index Tracking Sub-Fund DC2,CMI Global Network Fund - CMI US Equity Index Tracking Sub-Fund,Equity,4.15,0.84,1.28,1.13,1.12,1.04,-0.03,-0.18558
F0GBR04MMM                    ,CMI Global Network Fund - Euro Equity Index Tracking Sub-Fund DC1,CMI Global Network Fund - Euro Equity Index Tracking Sub-Fund,Equity,2.41,0.65,0.83,0.95,<null>,<null>,<null>,<null>
F0GBR06AMP                    ,CMI Global Network Fund - Euro Equity Index Tracking Sub-Fund DC3,CMI Global Network Fund - Euro Equity Index Tracking Sub-Fund,Equity,2.41,0.66,0.85,0.95,<null>,<null>,<null>,<null>
F0GBR04MMP                    ,CMI Global Network Fund - Japan Equity Index Tracking Sub-Fund DC1,CMI Global Network Fund - Japan Equity Index Tracking Sub-Fund,Equity,3.4,0.69,1.15,1.04,<null>,<null>,<null>,<null>
F0GBR06CXA                    ,CMI Global Network Fund - Japan Equity Index Tracking Sub-Fund DC2,CMI Global Network Fund - Japan Equity Index Tracking Sub-Fund,Equity,3.4,0.69,1.17,1.04,<null>,<null>,<null>,<null>
F0GBR04MMZ                    ,CMI Global Network Fund - UK Equity Index Tracking Sub-Fund DC1,CMI Global Network Fund - UK Equity Index Tracking Sub-Fund,Equity,1.97,0.95,0.96,0.79,0.96,0.97,-0.1,-0.22906
F0GBR06EKB                    ,CMI Global Network Fund - UK Equity Index Tracking Sub-Fund DC2,CMI Global Network Fund - UK Equity Index Tracking Sub-Fund,Equity,2,0.97,0.99,0.79,0.96,0.97,-0.04,-0.12848
F0GBR06CV3                    ,CMI Global Network Fund - UK Equity Index Tracking Sub-Fund DC3,CMI Global Network Fund - UK Equity Index Tracking Sub-Fund,Equity,2,0.97,0.99,0.79,0.96,0.97,-0.04,-0.11469
